route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
"ER",2,5323,"Wall St./Pier 11",1211,0,12,81
"ER",2,5324,"Wall St./Pier 11",1410,0,14,81
"RW",2,5325,"Rockaway",2102,0,21,8
"RW",2,5326,"Rockaway",2202,0,22,8
"RW",2,5327,"Rockaway",2104,0,21,8
"RW",2,5328,"Rockaway",2204,0,22,8
"RW",2,5329,"Rockaway",2106,0,21,8
"RW",2,5330,"Rockaway",2206,0,22,8
"RW",2,5331,"Rockaway",2108,0,21,8
"RW",2,5332,"Rockaway",2208,0,22,8
"RW",2,5333,"Rockaway",2110,0,21,8
"RW",2,5334,"Rockaway",2301,0,23,8
"RW",2,5335,"Rockaway",2210,0,22,8
"RW",2,5336,"Rockaway",2112,0,21,8
"RW",2,5337,"Rockaway",2303,0,23,8
"RW",2,5338,"Rockaway",2214,0,22,8
"RW",2,5339,"Rockaway",2114,0,21,8
"RW",2,5340,"Wall St./Pier 11",2101,1,21,7
"RW",2,5341,"Wall St./Pier 11",2201,1,22,7
"RW",2,5342,"Wall St./Pier 11",2103,1,21,7
"RW",2,5343,"Wall St./Pier 11",2203,1,22,7
"RW",2,5344,"Wall St./Pier 11",2105,1,21,7
"RW",2,5345,"Wall St./Pier 11",2205,1,22,7
"RW",2,5346,"Wall St./Pier 11",2107,1,21,7
"RW",2,5347,"Wall St./Pier 11",2207,1,22,7
"RW",2,5348,"Wall St./Pier 11",2109,1,21,7
"RW",2,5349,"Wall St./Pier 11",2209,1,22,7
"RW",2,5350,"Wall St./Pier 11",2111,1,21,7
"RW",2,5351,"Wall St./Pier 11",2302,1,23,7
"RW",2,5352,"Wall St./Pier 11",2211,1,22,7
"RW",2,5353,"Wall St./Pier 11",2113,1,21,7
"RW",2,5354,"Wall St./Pier 11",2304,1,23,7
"RW",2,5355,"Wall St./Pier 11",2215,1,22,7
"RW",2,5356,"Wall St./Pier 11",2115,1,21,7
"SB",2,5357,"Sunset Park/BAT Limited",3301,0,33,117
"SB",2,5358,"Bay Ridge Limited",3202,0,32,79
"SB",2,5359,"Sunset Park/BAT Limited",3102,0,31,115
"SB",2,5360,"Bay Ridge Limited",3204,0,32,79
"SB",2,5361,"Sunset Park/BAT Limited",3303,0,33,115
"SB",2,5362,"Bay Ridge Limited",3206,0,32,79
"SB",2,5363,"Sunset Park/BAT Limited",3104,0,31,115
"SB",2,5364,"Bay Ridge Limited",3208,0,32,79
"SB",2,5365,"Bay Ridge",3305,0,33,46
"SB",2,5366,"Bay Ridge",3106,0,31,46
"SB",2,5367,"Bay Ridge",3307,0,33,46
"SB",2,5368,"Bay Ridge",3108,0,31,46
"SB",2,5369,"Bay Ridge",3210,0,32,46
"SB",2,5370,"Bay Ridge",3309,0,33,46
"SB",2,5371,"Sunset Park/BAT Limited",3110,0,31,115
"SB",2,5372,"Bay Ridge Limited",3212,0,32,119
"SB",2,5373,"Sunset Park/BAT Limited",3311,0,33,115
"SB",2,5374,"Bay Ridge Limited",3214,0,32,119
"SB",2,5375,"Sunset Park/BAT Limited",3112,0,31,117
"SB",2,5376,"Bay Ridge Limited",3216,0,32,79
"SB",2,5377,"Sunset Park/BAT Limited",3313,0,33,117
"SB",2,5378,"Bay Ridge Limited",3218,0,32,79
"SB",2,5379,"Bay Ridge",3114,0,31,106
"SB",2,5380,"Bay Ridge",3315,0,33,106
"SB",2,5381,"Corlears Hook Limited",3101,1,31,118
"SB",2,5382,"Wall St./Pier 11 Limited",3201,1,32,80
"SB",2,5383,"Corlears Hook Limited",3302,1,33,116
